Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1288,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25.0,1997.0,19,11,970,10.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,17.0,35.0,60.0,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13
1289,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23.0,2000.0,9,4,374,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1290,Daichi Kamada,jp JPN,MF,Lazio,it Serie A,26.0,1996.0,29,17,1544,17.2,2,2,4,2,0,0,3,0,1.8,1.8,2.8,4.6,40.0,96.0,78.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27
1292,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23.0,1999.0,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08
1293,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,29.0,1994.0,35,27,2225,24.7,1,1,2,1,0,0,4,0,1.9,1.9,2.8,4.8,61.0,81.0,93.0,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19
1294,Willy Kambwala,fr FRA,DF,Manchester Utd,eng Premier League,18.0,2004.0,8,3,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,de Bundesliga,21.0,2002.0,17,4,473,5.3,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.1,13.0,18.0,53.0,0.0,0.38,0.38,0.0,0.38,0.09,0.13,0.22,0.09,0.22
1296,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30.0,1992.0,38,38,3405,37.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32.0,1990.0,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28.0,88.0,27.0,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13
1300,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,25.0,1998.0,10,1,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11
1301,Yann Karamoh,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,12,1,284,3.2,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7.0,3.0,28.0,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32
1303,Ayman Kari,fr FRA,MF,Lorient,fr Ligue 1,18.0,2004.0,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22.0,37.0,53.0,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15
1304,Emir Karic,at AUT,DF,Darmstadt 98,de Bundesliga,26.0,1997.0,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,56.0,115.0,85.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
1305,Loris Karius,de GER,GK,Newcastle Utd,eng Premier League,30.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,25.0,1998.0,7,4,344,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19
1307,Jon Karrikaburu,es ESP,"MF,FW",Alavés,es La Liga,20.0,2002.0,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28.0,1995.0,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,12.0,33.0,71.0,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2
1311,Panos Katseris,gr GRE,DF,Lorient,fr Ligue 1,22.0,2001.0,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24.0,21.0,86.0,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25
1312,Mikkel Kaufmann,dk DEN,FW,Union Berlin,de Bundesliga,22.0,2001.0,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6.0,11.0,34.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42
1313,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,19.0,2004.0,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,45.0,80.0,102.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07
1314,Moise Kean,it ITA,FW,Juventus,it Serie A,23.0,2000.0,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38
1315,Michael Keane,eng ENG,DF,Everton,eng Premier League,30.0,1993.0,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4.0,14.0,3.0,0.21,0.0,0.21,0.21,0.21,0.14,0.0,0.14,0.14,0.14
1316,Ibrahima Kebe,ml MLI,MF,Girona,es La Liga,22.0,2000.0,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19.0,2004.0,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1318,Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,21.0,2002.0,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41.0,122.0,67.0,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19
1319,Thilo Kehrer,de GER,"DF,MF",West Ham,eng Premier League,26.0,1996.0,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,26.0,1996.0,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13.0,90.0,16.0,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12
1321,Habib Keita,ml MLI,MF,Clermont Foot,fr Ligue 1,21.0,2002.0,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9.0,53.0,23.0,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09
1322,Naby Keïta,gn GUI,"MF,DF",Werder Bremen,de Bundesliga,28.0,1995.0,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
1323,Yannik Keitel,de GER,"DF,MF",Freiburg,de Bundesliga,23.0,2000.0,15,11,920,10.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4.0,48.0,7.0,0.1,0.0,0.1,0.1,0.1,0.07,0.04,0.11,0.07,0.11
1324,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24.0,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,Thomas Keller,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1999.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24.0,1998.0,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15.0,56.0,28.0,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09
1327,Omari Kellyman,eng ENG,FW,Aston Villa,eng Premier League,17.0,2005.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
1328,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,18.0,2004.0,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
1330,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,19.0,2003.0,28,22,1970,21.9,0,1,1,0,0,0,4,1,1.2,1.2,0.8,2.0,46.0,44.0,93.0,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.09,0.06,0.09
1331,Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,eng Premier League,20.0,2002.0,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,Wahbi Khazri,tn TUN,FW,Montpellier,fr Ligue 1,32.0,1991.0,25,13,1131,12.6,1,0,1,1,0,0,6,0,3.3,3.3,1.2,4.5,27.0,33.0,76.0,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36
1334,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29.0,1994.0,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
1335,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,19.0,2004.0,11,9,809,9.0,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
1337,Luca Kilian,de GER,DF,Köln,de Bundesliga,23.0,1999.0,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1338,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26.0,1997.0,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22.0,117.0,5.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08
1341,Simon Kjær,dk DEN,DF,Milan,it Serie A,34.0,1989.0,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1
1342,Davy Klaassen,nl NED,MF,Inter,it Serie A,30.0,1993.0,13,1,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
1343,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,23.0,2000.0,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9.0,64.0,11.0,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08
1345,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27.0,1996.0,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14.0,90.0,13.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
1349,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25.0,1997.0,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,27.0,1996.0,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,14.0,116.0,3.0,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.11,0.1,0.11
1351,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25.0,1998.0,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,29.0,1994.0,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19.0,99.0,26.0,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12
1354,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30.0,1993.0,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32.0,94.0,30.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1
1355,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,18.0,2004.0,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3
1357,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24.0,1998.0,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6.0,3.0,9.0,0.59,0.0,0.59,0.59,0.59,0.77,0.0,0.77,0.77,0.77
1358,Mert Kömür,de GER,"MF,DF",Augsburg,de Bundesliga,18.0,2005.0,4,1,118,1.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7.0,4.0,9.0,0.76,0.0,0.76,0.76,0.76,0.15,0.02,0.17,0.15,0.17
1359,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19.0,2004.0,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22.0,37.0,86.0,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18
1360,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24.0,1999.0,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
1361,Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30.0,1993.0,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,7.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06
1362,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,18.0,2005.0,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
1363,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18.0,2005.0,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
1364,Ibrahima Koné,ml MLI,FW,Almería,es La Liga,24.0,1999.0,9,2,277,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17
1365,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,24.0,1999.0,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,22.0,2001.0,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42.0,70.0,56.0,0.06,0.0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14
1367,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25.0,1997.0,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09
1369,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22.0,2001.0,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48.0,141.0,23.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06
1371,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25.0,1997.0,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31
1372,Rominigue Kouamé,ml MLI,MF,Cádiz,es La Liga,26.0,1996.0,16,9,821,9.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1373,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25.0,1998.0,13,10,860,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10.0,29.0,29.0,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18
1374,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30.0,1992.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Therence Koudou,fr FRA,DF,Reims,fr Ligue 1,18.0,2004.0,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
1376,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24.0,1998.0,35,32,2899,32.2,1,2,3,1,0,0,4,0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
1377,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26.0,1997.0,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4.0,58.0,3.0,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1
1378,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,33.0,1989.0,12,2,212,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14
1379,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29.0,1994.0,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17
1380,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,27.0,1996.0,17,4,613,6.8,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,4.0,20.0,24.0,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25
1381,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23.0,2000.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Dawid Kownacki,pl POL,FW,Werder Bremen,de Bundesliga,26.0,1997.0,22,3,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39
1383,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28.0,1994.0,17,8,913,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1.0,1.2,12.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
1384,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25.0,1998.0,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
1386,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,32.0,1991.0,14,1,249,2.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,10.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
1387,Frans Krätzig,de GER,DF,Bayern Munich,de Bundesliga,20.0,2003.0,4,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.84,0.42,0.84
1388,Tom Krauß,de GER,MF,Mainz 05,de Bundesliga,22.0,2001.0,29,13,1346,15.0,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12.0,68.0,29.0,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08
1389,Rasmus Kristensen,dk DEN,DF,Roma,it Serie A,26.0,1997.0,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.9,1.5,16.0,40.0,115.0,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08
1390,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,21.0,2002.0,26,23,2096,23.3,0,1,1,0,0,0,4,1,1.1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06
1393,Rade Krunić,ba BIH,MF,Milan,it Serie A,29.0,1993.0,10,8,687,7.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08
1394,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30.0,1992.0,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.6,0.3,0.9,13.0,70.0,32.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04
1396,Mahmut Kücüksahin,,MF,Augsburg,de Bundesliga,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,Christian Kühlwetter,de GER,MF,Heidenheim,de Bundesliga,27.0,1996.0,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1.0,0.0,0.0,0.0,11.25,11.25,0.0,11.25,0.0,6.85,6.85,0.0,6.85
1400,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18.0,2005.0,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19.0,42.0,75.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09
1401,Marash Kumbulla,al ALB,DF,Sassuolo,it Serie A,23.0,2000.0,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,Justin Kumi,it ITA,FW,Sassuolo,it Serie A,19.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,30.0,1992.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Berkan Kutlu,tr TUR,MF,Genoa,it Serie A,25.0,1998.0,6,0,199,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2
1405,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,30.0,1993.0,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
1407,Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,it Serie A,20.0,2003.0,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,Moritz-Broni Kwarteng,gh GHA,FW,Bochum,de Bundesliga,25.0,1998.0,11,2,281,3.1,0,1,1,0,0,0,1,1,1.0,1.0,0.5,1.6,8.0,6.0,24.0,0.0,0.32,0.32,0.0,0.32,0.33,0.17,0.51,0.33,0.51
1414,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23.0,2000.0,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5.0,79.0,5.0,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06
1415,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24.0,1999.0,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,Stefan Lainer,at AUT,"DF,MF",Gladbach,de Bundesliga,30.0,1992.0,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15.0,37.0,31.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.11,0.02,0.11
